lib,Category,C2
abc,Bayesian,science computing
arm,Bayesian,science computing
AtelieR,Bayesian,science computing
BaBooN,Bayesian,science computing
BACCO,Bayesian,science computing
BaM,Bayesian,science computing
BayesDA,Bayesian,science computing
bayesm,Bayesian,science computing
bayesmix,Bayesian,science computing
bayesQR,Bayesian,science computing
bayesSurv,Bayesian,science computing
Bayesthresh,Bayesian,science computing
BayesValidate,Bayesian,science computing
BayesX,Bayesian,science computing
BayHaz,Bayesian,science computing
bbemkr,Bayesian,science computing
BCBCSF,Bayesian,science computing
BCE,Bayesian,science computing
bclust,Bayesian,science computing
bcp,Bayesian,science computing
bfp,Bayesian,science computing
bisoreg,Bayesian,science computing
BLR,Bayesian,science computing
Bmix,Bayesian,science computing
bnlearn,Bayesian,science computing
boa,Bayesian,science computing
Bolstad,Bayesian,science computing
bqtl,Bayesian,science computing
bspec,Bayesian,science computing
bspmma,Bayesian,science computing
BVS,Bayesian,science computing
catnet,Bayesian,science computing
coda,Bayesian,science computing
cslogistic,Bayesian,science computing
dclone,Bayesian,science computing
deal,Bayesian,science computing
dlm,Bayesian,science computing
DPpackage,Bayesian,science computing
EbayesThresh,Bayesian,science computing
ebdbNet,Bayesian,science computing
ensembleBMA,Bayesian,science computing
evdbayes,Bayesian,science computing
exactLoglinTest,Bayesian,science computing
factorQR,Bayesian,science computing
geoR,Bayesian,science computing
geoRglm,Bayesian,science computing
ggmcmc,Bayesian,science computing
glmmBUGS,Bayesian,science computing
growcurves,Bayesian,science computing
hbsae,Bayesian,science computing
HI,Bayesian,science computing
Hmisc,Bayesian,science computing
iterLap,Bayesian,science computing
LearnBayes,Bayesian,science computing
lme4,Bayesian,science computing
lmm,Bayesian,science computing
MasterBayes,Bayesian,science computing
mcmc,Bayesian,science computing
MCMCglmm,Bayesian,science computing
MCMCpack,Bayesian,science computing
mgcv,Bayesian,science computing
mlogitBMA,Bayesian,science computing
MNP,Bayesian,science computing
mombf,Bayesian,science computing
monomvn,Bayesian,science computing
pacbpred,Bayesian,science computing
PAWL,Bayesian,science computing
PottsUtils,Bayesian,science computing
predmixcor,Bayesian,science computing
profdpm,Bayesian,science computing
pscl,Bayesian,science computing
R2jags,Bayesian,science computing
R2WinBUGS,Bayesian,science computing
ramps,Bayesian,science computing
rbugs,Bayesian,science computing
RJaCGH,Bayesian,science computing
rjags,Bayesian,science computing
RSGHB,Bayesian,science computing
runjags,Bayesian,science computing
Runuran,Bayesian,science computing
RxCEcolInf,Bayesian,science computing
SampleSizeMeans,Bayesian,science computing
SampleSizeProportions,Bayesian,science computing
sbgcop,Bayesian,science computing
SimpleTable,Bayesian,science computing
sna,Bayesian,science computing
spBayes,Bayesian,science computing
spikeSlabGAM,Bayesian,science computing
spTimer,Bayesian,science computing
stochvol,Bayesian,science computing
tgp,Bayesian,science computing
zic,Bayesian,science computing
BMA,Bayesian,science computing
BMS,Bayesian,science computing
BSquare,Bayesian,science computing
FME,Bayesian,science computing
BAYSTAR,Bayesian,science computing
spikeslab,Bayesian,science computing
AdMit,Bayesian,science computing
bayesGARCH,Bayesian,science computing
eigenmodel,Bayesian,science computing
PReMiuM,Bayesian,science computing
rcppbugs,Bayesian,science computing
rstiefel,Bayesian,science computing
MSBVAR,Bayesian,science computing
BayesTree,Bayesian,science computing
BayesSummaryStatLM,Bayesian,science computing
coalescentMCMC,Bayesian,science computing
SamplerCompare,Bayesian,science computing
eco,Bayesian,science computing
ALS,ChemPhys,science computing
AnalyzeFMRI,ChemPhys,science computing
AquaEnv,ChemPhys,science computing
astro,ChemPhys,science computing
astroFns,ChemPhys,science computing
Bchron,ChemPhys,science computing
bvls,ChemPhys,science computing
cda,ChemPhys,science computing
CellularAutomaton,ChemPhys,science computing
chemCal,ChemPhys,science computing
chemometrics,ChemPhys,science computing
ChemometricsWithR,ChemPhys,science computing
ChemometricsWithRData,ChemPhys,science computing
ChemoSpec,ChemPhys,science computing
CHNOSZ,ChemPhys,science computing
cosmoFns,ChemPhys,science computing
dielectric,ChemPhys,science computing
diffractometry,ChemPhys,science computing
drc,ChemPhys,science computing
drm,ChemPhys,science computing
elasticnet,ChemPhys,science computing
fastICA,ChemPhys,science computing
FITSio,ChemPhys,science computing
fmri,ChemPhys,science computing
fpca,ChemPhys,science computing
FTICRMS,ChemPhys,science computing
homals,ChemPhys,science computing
Iso,ChemPhys,science computing
kohonen,ChemPhys,science computing
leaps,ChemPhys,science computing
MALDIquant,ChemPhys,science computing
minpack.lm,ChemPhys,science computing
moonsun,ChemPhys,science computing
nlme,ChemPhys,science computing
nnls,ChemPhys,science computing
OrgMassSpecR,ChemPhys,science computing
pcaPP,ChemPhys,science computing
Peaks,ChemPhys,science computing
PET,ChemPhys,science computing
planar,ChemPhys,science computing
plspm,ChemPhys,science computing
ppls,ChemPhys,science computing
psy,ChemPhys,science computing
PTAk,ChemPhys,science computing
quantchem,ChemPhys,science computing
represent,ChemPhys,science computing
rpubchem,ChemPhys,science computing
sapa,ChemPhys,science computing
simecol,ChemPhys,science computing
solaR,ChemPhys,science computing
som,ChemPhys,science computing
spls,ChemPhys,science computing
stellaR,ChemPhys,science computing
stepPlr,ChemPhys,science computing
subselect,ChemPhys,science computing
TIMP,ChemPhys,science computing
titan,ChemPhys,science computing
varSelRF,ChemPhys,science computing
WilcoxCV,ChemPhys,science computing
BioMark,ChemPhys,science computing
celestial,ChemPhys,science computing
lspls,ChemPhys,science computing
pls,ChemPhys,science computing
prospectr,ChemPhys,science computing
SCEPtER,ChemPhys,science computing
clustvarsel,ChemPhys,science computing
investr,ChemPhys,science computing
resemble,ChemPhys,science computing
hyperSpec,ChemPhys,science computing
nlreg,ChemPhys,science computing
rcdk,ChemPhys,science computing
rcdklibs,ChemPhys,science computing
astrodatR,ChemPhys,science computing
astrolibR,ChemPhys,science computing
CosmoPhotoz,ChemPhys,science computing
CRAC,ChemPhys,science computing
RobPer,ChemPhys,science computing
snapshot,ChemPhys,science computing
speaq,ChemPhys,science computing
compositions,ChemPhys,science computing
adaptTest,ClinicalTrials,LifeScience
asd,ClinicalTrials,LifeScience
asypow,ClinicalTrials,LifeScience
bcrm,ClinicalTrials,LifeScience
bifactorial,ClinicalTrials,LifeScience
blockrand,ClinicalTrials,LifeScience
clinfun,ClinicalTrials,LifeScience
clinsig,ClinicalTrials,LifeScience
coin,ClinicalTrials,LifeScience
conf.design,ClinicalTrials,LifeScience
CRM,ClinicalTrials,LifeScience
CRTSize,ClinicalTrials,LifeScience
dfcrm,ClinicalTrials,LifeScience
DoseFinding,ClinicalTrials,LifeScience
epibasix,ClinicalTrials,LifeScience
experiment,ClinicalTrials,LifeScience
FrF2,ClinicalTrials,LifeScience
GroupSeq,ClinicalTrials,LifeScience
gsDesign,ClinicalTrials,LifeScience
HH,ClinicalTrials,LifeScience
Hmisc,ClinicalTrials,LifeScience
ldbounds,ClinicalTrials,LifeScience
longpower,ClinicalTrials,LifeScience
MChtest,ClinicalTrials,LifeScience
MCPMod,ClinicalTrials,LifeScience
meta,ClinicalTrials,LifeScience
metafor,ClinicalTrials,LifeScience
metaLik,ClinicalTrials,LifeScience
multcomp,ClinicalTrials,LifeScience
nppbib,ClinicalTrials,LifeScience
PIPS,ClinicalTrials,LifeScience
PowerTOST,ClinicalTrials,LifeScience
pwr,ClinicalTrials,LifeScience
PwrGSD,ClinicalTrials,LifeScience
qtlDesign,ClinicalTrials,LifeScience
rmeta,ClinicalTrials,LifeScience
seqmon,ClinicalTrials,LifeScience
speff2trial,ClinicalTrials,LifeScience
ssanv,ClinicalTrials,LifeScience
survival,ClinicalTrials,LifeScience
TEQR,ClinicalTrials,LifeScience
TrialSize,ClinicalTrials,LifeScience
AGSDest,ClinicalTrials,LifeScience
binomSamSize,ClinicalTrials,LifeScience
metasens,ClinicalTrials,LifeScience
samplesize,ClinicalTrials,LifeScience
amap,Cluster,machine learning
apcluster,Cluster,machine learning
bayesm,Cluster,machine learning
bayesmix,Cluster,machine learning
bclust,Cluster,machine learning
bgmm,Cluster,machine learning
biclust,Cluster,machine learning
Bmix,Cluster,machine learning
cba,Cluster,machine learning
cclust,Cluster,machine learning
CHsharp,Cluster,machine learning
clue,Cluster,machine learning
cluster,Cluster,machine learning
clusterGeneration,Cluster,machine learning
clusterRepro,Cluster,machine learning
clusterSim,Cluster,machine learning
clv,Cluster,machine learning
clValid,Cluster,machine learning
CoClust,Cluster,machine learning
compHclust,Cluster,machine learning
depmix,Cluster,machine learning
depmixS4,Cluster,machine learning
dpmixsim,Cluster,machine learning
dynamicTreeCut,Cluster,machine learning
e1071,Cluster,machine learning
EMCluster,Cluster,machine learning
FactoClass,Cluster,machine learning
fastcluster,Cluster,machine learning
FisherEM,Cluster,machine learning
flashClust,Cluster,machine learning
flexclust,Cluster,machine learning
flexmix,Cluster,machine learning
fpc,Cluster,machine learning
FunCluster,Cluster,machine learning
gamlss.mx,Cluster,machine learning
GLDEX,Cluster,machine learning
GSM,Cluster,machine learning
HDclassif,Cluster,machine learning
hybridHclust,Cluster,machine learning
isopam,Cluster,machine learning
kernlab,Cluster,machine learning
kml,Cluster,machine learning
kml3d,Cluster,machine learning
latentnet,Cluster,machine learning
mcclust,Cluster,machine learning
mclust,Cluster,machine learning
MetabolAnalyze,Cluster,machine learning
mixdist,Cluster,machine learning
mixPHM,Cluster,machine learning
mixRasch,Cluster,machine learning
mixreg,Cluster,machine learning
MixSim,Cluster,machine learning
mixsmsn,Cluster,machine learning
mixtools,Cluster,machine learning
MOCCA,Cluster,machine learning
movMF,Cluster,machine learning
ORIClust,Cluster,machine learning
pdfCluster,Cluster,machine learning
pendensity,Cluster,machine learning
pmclust,Cluster,machine learning
poLCA,Cluster,machine learning
prabclus,Cluster,machine learning
profdpm,Cluster,machine learning
psychomix,Cluster,machine learning
pvclust,Cluster,machine learning
randomLCA,Cluster,machine learning
rjags,Cluster,machine learning
Rmixmod,Cluster,machine learning
RPMM,Cluster,machine learning
sigclust,Cluster,machine learning
skmeans,Cluster,machine learning
som,Cluster,machine learning
sparcl,Cluster,machine learning
teigen,Cluster,machine learning
trimcluster,Cluster,machine learning
wle,Cluster,machine learning
bayesMCClust,Cluster,machine learning
mixture,Cluster,machine learning
mritc,Cluster,machine learning
nor1mix,Cluster,machine learning
mixAK,Cluster,machine learning
clustvarsel,Cluster,machine learning
mixer,Cluster,machine learning
optpart,Cluster,machine learning
AdMit,Cluster,machine learning
seriation,Cluster,machine learning
PReMiuM,Cluster,machine learning
dendextend,Cluster,machine learning
funFEM,Cluster,machine learning
funHDDC,Cluster,machine learning
fclust,Cluster,machine learning
lcmm,Cluster,machine learning
pgmm,Cluster,machine learning
tclust,Cluster,machine learning
flexCWM,Cluster,machine learning
protoclust,Cluster,machine learning
BayesLCA,Cluster,machine learning
longclust,Cluster,machine learning
NbClust,Cluster,machine learning
bvpSolve,DifferentialEquations,science computing
CollocInfer,DifferentialEquations,science computing
deSolve,DifferentialEquations,science computing
ecolMod,DifferentialEquations,science computing
FME,DifferentialEquations,science computing
GillespieSSA,DifferentialEquations,science computing
mkin,DifferentialEquations,science computing
nlmeODE,DifferentialEquations,science computing
PBSddesolve,DifferentialEquations,science computing
PBSmodelling,DifferentialEquations,science computing
pomp,DifferentialEquations,science computing
pracma,DifferentialEquations,science computing
primer,DifferentialEquations,science computing
ReacTran,DifferentialEquations,science computing
rootSolve,DifferentialEquations,science computing
scaRabee,DifferentialEquations,science computing
sde,DifferentialEquations,science computing
simecol,DifferentialEquations,science computing
adaptivetau,DifferentialEquations,science computing
deTestSet,DifferentialEquations,science computing
PSM,DifferentialEquations,science computing
actuar,Distributions,science computing
ActuDistns,Distributions,science computing
agricolae,Distributions,science computing
AtelieR,Distributions,science computing
bayesm,Distributions,science computing
benchden,Distributions,science computing
BiasedUrn,Distributions,science computing
CDVine,Distributions,science computing
CompLognormal,Distributions,science computing
compoisson,Distributions,science computing
CompQuadForm,Distributions,science computing
copBasic,Distributions,science computing
copula,Distributions,science computing
Davies,Distributions,science computing
Delaporte,Distributions,science computing
denstrip,Distributions,science computing
distr,Distributions,science computing
distrDoc,Distributions,science computing
distrEllipse,Distributions,science computing
distrEx,Distributions,science computing
distrMod,Distributions,science computing
distrSim,Distributions,science computing
distrTeach,Distributions,science computing
distrTEst,Distributions,science computing
e1071,Distributions,science computing
emdbook,Distributions,science computing
evd,Distributions,science computing
evdbayes,Distributions,science computing
evir,Distributions,science computing
FAdist,Distributions,science computing
fBasics,Distributions,science computing
fExtremes,Distributions,science computing
fgac,Distributions,science computing
fitdistrplus,Distributions,science computing
flexsurv,Distributions,science computing
gamlss.dist,Distributions,science computing
gamlss.mx,Distributions,science computing
gaussDiff,Distributions,science computing
GeneralizedHyperbolic,Distributions,science computing
geoR,Distributions,science computing
ghyp,Distributions,science computing
gld,Distributions,science computing
GLDEX,Distributions,science computing
glogis,Distributions,science computing
GSM,Distributions,science computing
gumbel,Distributions,science computing
HI,Distributions,science computing
HyperbolicDist,Distributions,science computing
hyperdirichlet,Distributions,science computing
LambertW,Distributions,science computing
LearnBayes,Distributions,science computing
lhs,Distributions,science computing
lmom,Distributions,science computing
lmomco,Distributions,science computing
Lmoments,Distributions,science computing
loglognorm,Distributions,science computing
MASS,Distributions,science computing
mbbefd,Distributions,science computing
mc2d,Distributions,science computing
MCMCpack,Distributions,science computing
mgpd,Distributions,science computing
mixtools,Distributions,science computing
mnormt,Distributions,science computing
modeest,Distributions,science computing
moments,Distributions,science computing
movMF,Distributions,science computing
msm,Distributions,science computing
mvtnorm,Distributions,science computing
nor1mix,Distributions,science computing
NormalGamma,Distributions,science computing
normalp,Distributions,science computing
npde,Distributions,science computing
PearsonDS,Distributions,science computing
PhaseType,Distributions,science computing
poibin,Distributions,science computing
poilog,Distributions,science computing
poistweedie,Distributions,science computing
prob,Distributions,science computing
randaes,Distributions,science computing
random,Distributions,science computing
randtoolbox,Distributions,science computing
reliaR,Distributions,science computing
retimes,Distributions,science computing
rlecuyer,Distributions,science computing
RMTstat,Distributions,science computing
rngwell19937,Distributions,science computing
rstream,Distributions,science computing
Runuran,Distributions,science computing
s20x,Distributions,science computing
setRNG,Distributions,science computing
SkewHyperbolic,Distributions,science computing
skewt,Distributions,science computing
smoothmest,Distributions,science computing
sn,Distributions,science computing
sparseMVN,Distributions,science computing
spd,Distributions,science computing
stabledist,Distributions,science computing
SuppDists,Distributions,science computing
tmvtnorm,Distributions,science computing
trapezoid,Distributions,science computing
triangle,Distributions,science computing
truncnorm,Distributions,science computing
TSA,Distributions,science computing
tweedie,Distributions,science computing
VarianceGamma,Distributions,science computing
VGAM,Distributions,science computing
VineCopula,Distributions,science computing
zipfR,Distributions,science computing
AdMit,Distributions,science computing
STAR,Distributions,science computing
statmod,Distributions,science computing
FatTailsR,Distributions,science computing
RTDE,Distributions,science computing
fCopulae,Distributions,science computing
ald,Distributions,science computing
cmvnorm,Distributions,science computing
condMVNorm,Distributions,science computing
DiscreteInverseWeibull,Distributions,science computing
DistributionUtils,Distributions,science computing
GMD,Distributions,science computing
hermite,Distributions,science computing
mvrtn,Distributions,science computing
Newdistns,Distributions,science computing
ParetoPosStable,Distributions,science computing
RMKdiscrete,Distributions,science computing
SMR,Distributions,science computing
GB2,Distributions,science computing
tolerance,Distributions,science computing
emg,Distributions,science computing
csn,Distributions,science computing
degreenet,Distributions,science computing
ExtDist,Distributions,science computing
GenOrd,Distributions,science computing
HistogramTools,Distributions,science computing
poweRlaw,Distributions,science computing
AER,Econometrics,social science business
aod,Econometrics,social science business
apt,Econometrics,social science business
bayesm,Econometrics,social science business
betareg,Econometrics,social science business
boot,Econometrics,social science business
bootstrap,Econometrics,social science business
CADFtest,Econometrics,social science business
car,Econometrics,social science business
CDNmoney,Econometrics,social science business
censReg,Econometrics,social science business
dynlm,Econometrics,social science business
Ecdat,Econometrics,social science business
effects,Econometrics,social science business
erer,Econometrics,social science business
expsmooth,Econometrics,social science business
FinTS,Econometrics,social science business
fma,Econometrics,social science business
forecast,Econometrics,social science business
frontier,Econometrics,social science business
fxregime,Econometrics,social science business
gam,Econometrics,social science business
gamlss,Econometrics,social science business
gmm,Econometrics,social science business
Hmisc,Econometrics,social science business
ineq,Econometrics,social science business
intReg,Econometrics,social science business
LARF,Econometrics,social science business
lfe,Econometrics,social science business
lme4,Econometrics,social science business
lmtest,Econometrics,social science business
MASS,Econometrics,social science business
Matrix,Econometrics,social science business
Mcomp,Econometrics,social science business
meboot,Econometrics,social science business
mgcv,Econometrics,social science business
mhurdle,Econometrics,social science business
micEcon,Econometrics,social science business
micEconAids,Econometrics,social science business
micEconCES,Econometrics,social science business
micEconSNQP,Econometrics,social science business
mlogit,Econometrics,social science business
MNP,Econometrics,social science business
mvProbit,Econometrics,social science business
nlme,Econometrics,social science business
nnet,Econometrics,social science business
np,Econometrics,social science business
ordinal,Econometrics,social science business
pcse,Econometrics,social science business
plm,Econometrics,social science business
pscl,Econometrics,social science business
pwt,Econometrics,social science business
quantreg,Econometrics,social science business
reldist,Econometrics,social science business
rms,Econometrics,social science business
RSGHB,Econometrics,social science business
sampleSelection,Econometrics,social science business
sandwich,Econometrics,social science business
segmented,Econometrics,social science business
sem,Econometrics,social science business
simpleboot,Econometrics,social science business
SparseM,Econometrics,social science business
spatialprobit,Econometrics,social science business
spdep,Econometrics,social science business
sphet,Econometrics,social science business
splm,Econometrics,social science business
strucchange,Econometrics,social science business
survival,Econometrics,social science business
systemfit,Econometrics,social science business
truncreg,Econometrics,social science business
tseries,Econometrics,social science business
tsfa,Econometrics,social science business
urca,Econometrics,social science business
vars,Econometrics,social science business
VGAM,Econometrics,social science business
Zelig,Econometrics,social science business
zoo,Econometrics,social science business
crch,Econometrics,social science business
geepack,Econometrics,social science business
pwt8,Econometrics,social science business
mfx,Econometrics,social science business
mnlogit,Econometrics,social science business
SemiParSampleSel,Econometrics,social science business
tsDyn,Econometrics,social science business
phtt,Econometrics,social science business
nonnest2,Econometrics,social science business
MSBVAR,Econometrics,social science business
BMA,Econometrics,social science business
BMS,Econometrics,social science business
brglm,Econometrics,social science business
frm,Econometrics,social science business
glmx,Econometrics,social science business
ivbma,Econometrics,social science business
ivfixed,Econometrics,social science business
ivlewbel,Econometrics,social science business
ivpack,Econometrics,social science business
ivprobit,Econometrics,social science business
lavaan,Econometrics,social science business
multiwayvcov,Econometrics,social science business
panelAR,Econometrics,social science business
Paneldata,Econometrics,social science business
PANICr,Econometrics,social science business
pdR,Econometrics,social science business
pglm,Econometrics,social science business
psidR,Econometrics,social science business
Rchoice,Econometrics,social science business
xts,Econometrics,social science business
sfa,Econometrics,social science business
spfrontier,Econometrics,social science business
gets,Econometrics,social science business
midasr,Econometrics,social science business
ade4,Environmetrics,LifeScience
adehabitat,Environmetrics,LifeScience
amap,Environmetrics,LifeScience
analogue,Environmetrics,LifeScience
aod,Environmetrics,LifeScience
ape,Environmetrics,LifeScience
aqp,Environmetrics,LifeScience
BiodiversityR,Environmetrics,LifeScience
boussinesq,Environmetrics,LifeScience
CircStats,Environmetrics,LifeScience
circular,Environmetrics,LifeScience
cluster,Environmetrics,LifeScience
cocorresp,Environmetrics,LifeScience
diveMove,Environmetrics,LifeScience
dse,Environmetrics,LifeScience
DSpat,Environmetrics,LifeScience
dyn,Environmetrics,LifeScience
dynlm,Environmetrics,LifeScience
e1071,Environmetrics,LifeScience
earth,Environmetrics,LifeScience
ecodist,Environmetrics,LifeScience
EcoHydRology,Environmetrics,LifeScience
equivalence,Environmetrics,LifeScience
evd,Environmetrics,LifeScience
evdbayes,Environmetrics,LifeScience
evir,Environmetrics,LifeScience
extRemes,Environmetrics,LifeScience
fast,Environmetrics,LifeScience
flexmix,Environmetrics,LifeScience
forecast,Environmetrics,LifeScience
fso,Environmetrics,LifeScience
gam,Environmetrics,LifeScience
gamair,Environmetrics,LifeScience
hydroGOF,Environmetrics,LifeScience
HydroMe,Environmetrics,LifeScience
hydroPSO,Environmetrics,LifeScience
hydroTSM,Environmetrics,LifeScience
Interpol.T,Environmetrics,LifeScience
ipred,Environmetrics,LifeScience
ismev,Environmetrics,LifeScience
its,Environmetrics,LifeScience
labdsv,Environmetrics,LifeScience
latticeDensity,Environmetrics,LifeScience
lme4,Environmetrics,LifeScience
maptree,Environmetrics,LifeScience
MASS,Environmetrics,LifeScience
mclust,Environmetrics,LifeScience
mda,Environmetrics,LifeScience
mefa,Environmetrics,LifeScience
metacom,Environmetrics,LifeScience
mgcv,Environmetrics,LifeScience
nlme,Environmetrics,LifeScience
nsRFA,Environmetrics,LifeScience
oce,Environmetrics,LifeScience
openair,Environmetrics,LifeScience
ouch,Environmetrics,LifeScience
party,Environmetrics,LifeScience
pastecs,Environmetrics,LifeScience
pgirmess,Environmetrics,LifeScience
popbio,Environmetrics,LifeScience
prabclus,Environmetrics,LifeScience
primer,Environmetrics,LifeScience
pscl,Environmetrics,LifeScience
pvclust,Environmetrics,LifeScience
qualV,Environmetrics,LifeScience
quantreg,Environmetrics,LifeScience
randomForest,Environmetrics,LifeScience
Rcapture,Environmetrics,LifeScience
rioja,Environmetrics,LifeScience
RMAWGEN,Environmetrics,LifeScience
rpart,Environmetrics,LifeScience
seacarb,Environmetrics,LifeScience
seas,Environmetrics,LifeScience
secr,Environmetrics,LifeScience
segmented,Environmetrics,LifeScience
sensitivity,Environmetrics,LifeScience
simba,Environmetrics,LifeScience
simecol,Environmetrics,LifeScience
soiltexture,Environmetrics,LifeScience
SPACECAP,Environmetrics,LifeScience
SpatialExtremes,Environmetrics,LifeScience
StreamMetabolism,Environmetrics,LifeScience
strucchange,Environmetrics,LifeScience
tiger,Environmetrics,LifeScience
topmodel,Environmetrics,LifeScience
tseries,Environmetrics,LifeScience
unmarked,Environmetrics,LifeScience
untb,Environmetrics,LifeScience
vegan,Environmetrics,LifeScience
vegetarian,Environmetrics,LifeScience
VGAM,Environmetrics,LifeScience
wasim,Environmetrics,LifeScience
wq,Environmetrics,LifeScience
zoo,Environmetrics,LifeScience
ade4,Environmetrics,LifeScience
adehabitat,Environmetrics,LifeScience
amap,Environmetrics,LifeScience
analogue,Environmetrics,LifeScience
aod,Environmetrics,LifeScience
ape,Environmetrics,LifeScience
aqp,Environmetrics,LifeScience
BiodiversityR,Environmetrics,LifeScience
boussinesq,Environmetrics,LifeScience
CircStats,Environmetrics,LifeScience
circular,Environmetrics,LifeScience
cluster,Environmetrics,LifeScience
cocorresp,Environmetrics,LifeScience
diveMove,Environmetrics,LifeScience
dse,Environmetrics,LifeScience
DSpat,Environmetrics,LifeScience
dyn,Environmetrics,LifeScience
dynlm,Environmetrics,LifeScience
e1071,Environmetrics,LifeScience
earth,Environmetrics,LifeScience
ecodist,Environmetrics,LifeScience
EcoHydRology,Environmetrics,LifeScience
equivalence,Environmetrics,LifeScience
evd,Environmetrics,LifeScience
evdbayes,Environmetrics,LifeScience
evir,Environmetrics,LifeScience
extRemes,Environmetrics,LifeScience
fast,Environmetrics,LifeScience
flexmix,Environmetrics,LifeScience
forecast,Environmetrics,LifeScience
fso,Environmetrics,LifeScience
gam,Environmetrics,LifeScience
gamair,Environmetrics,LifeScience
hydroGOF,Environmetrics,LifeScience
HydroMe,Environmetrics,LifeScience
hydroPSO,Environmetrics,LifeScience
hydroTSM,Environmetrics,LifeScience
Interpol.T,Environmetrics,LifeScience
ipred,Environmetrics,LifeScience
ismev,Environmetrics,LifeScience
its,Environmetrics,LifeScience
labdsv,Environmetrics,LifeScience
latticeDensity,Environmetrics,LifeScience
lme4,Environmetrics,LifeScience
maptree,Environmetrics,LifeScience
MASS,Environmetrics,LifeScience
mclust,Environmetrics,LifeScience
mda,Environmetrics,LifeScience
mefa,Environmetrics,LifeScience
metacom,Environmetrics,LifeScience
mgcv,Environmetrics,LifeScience
nlme,Environmetrics,LifeScience
nsRFA,Environmetrics,LifeScience
oce,Environmetrics,LifeScience
openair,Environmetrics,LifeScience
ouch,Environmetrics,LifeScience
party,Environmetrics,LifeScience
pastecs,Environmetrics,LifeScience
pgirmess,Environmetrics,LifeScience
popbio,Environmetrics,LifeScience
prabclus,Environmetrics,LifeScience
primer,Environmetrics,LifeScience
pscl,Environmetrics,LifeScience
pvclust,Environmetrics,LifeScience
qualV,Environmetrics,LifeScience
quantreg,Environmetrics,LifeScience
randomForest,Environmetrics,LifeScience
Rcapture,Environmetrics,LifeScience
rioja,Environmetrics,LifeScience
RMAWGEN,Environmetrics,LifeScience
rpart,Environmetrics,LifeScience
seacarb,Environmetrics,LifeScience
seas,Environmetrics,LifeScience
secr,Environmetrics,LifeScience
segmented,Environmetrics,LifeScience
sensitivity,Environmetrics,LifeScience
simba,Environmetrics,LifeScience
simecol,Environmetrics,LifeScience
soiltexture,Environmetrics,LifeScience
SPACECAP,Environmetrics,LifeScience
SpatialExtremes,Environmetrics,LifeScience
StreamMetabolism,Environmetrics,LifeScience
strucchange,Environmetrics,LifeScience
tiger,Environmetrics,LifeScience
topmodel,Environmetrics,LifeScience
tseries,Environmetrics,LifeScience
unmarked,Environmetrics,LifeScience
untb,Environmetrics,LifeScience
vegan,Environmetrics,LifeScience
vegetarian,Environmetrics,LifeScience
VGAM,Environmetrics,LifeScience
wasim,Environmetrics,LifeScience
wq,Environmetrics,LifeScience
zoo,Environmetrics,LifeScience
FD,Environmetrics,LifeScience
quantregGrowth,Environmetrics,LifeScience
rtop,Environmetrics,LifeScience
Distance,Environmetrics,LifeScience
dsm,Environmetrics,LifeScience
EnvStats,Environmetrics,LifeScience
marked,Environmetrics,LifeScience
mrds,Environmetrics,LifeScience
RMark,Environmetrics,LifeScience
bReeze,Environmetrics,LifeScience
dynatopmodel,Environmetrics,LifeScience
siplab,Environmetrics,LifeScience
eco,Environmetrics,LifeScience
mra,Environmetrics,LifeScience
agricolae,ExperimentalDesign,LifeScience
AlgDesign,ExperimentalDesign,LifeScience
asd,ExperimentalDesign,LifeScience
BatchExperiments,ExperimentalDesign,LifeScience
BHH2,ExperimentalDesign,LifeScience
BsMD,ExperimentalDesign,LifeScience
conf.design,ExperimentalDesign,LifeScience
crossdes,ExperimentalDesign,LifeScience
dae,ExperimentalDesign,LifeScience
desirability,ExperimentalDesign,LifeScience
DiceDesign,ExperimentalDesign,LifeScience
DiceEval,ExperimentalDesign,LifeScience
DiceKriging,ExperimentalDesign,LifeScience
DiceView,ExperimentalDesign,LifeScience
DoE.base,ExperimentalDesign,LifeScience
DoE.wrapper,ExperimentalDesign,LifeScience
DoseFinding,ExperimentalDesign,LifeScience
dynaTree,ExperimentalDesign,LifeScience
experiment,ExperimentalDesign,LifeScience
FrF2,ExperimentalDesign,LifeScience
FrF2.catlg128,ExperimentalDesign,LifeScience
GAD,ExperimentalDesign,LifeScience
granova,ExperimentalDesign,LifeScience
gsbDesign,ExperimentalDesign,LifeScience
gsDesign,ExperimentalDesign,LifeScience
lhs,ExperimentalDesign,LifeScience
mixexp,ExperimentalDesign,LifeScience
mkssd,ExperimentalDesign,LifeScience
mxkssd,ExperimentalDesign,LifeScience
osDesign,ExperimentalDesign,LifeScience
planor,ExperimentalDesign,LifeScience
plgp,ExperimentalDesign,LifeScience
qtlDesign,ExperimentalDesign,LifeScience
qualityTools,ExperimentalDesign,LifeScience
RcmdrPlugin.DoE,ExperimentalDesign,LifeScience
rsm,ExperimentalDesign,LifeScience
SensoMineR,ExperimentalDesign,LifeScience
support.CEs,ExperimentalDesign,LifeScience
TEQR,ExperimentalDesign,LifeScience
tgp,ExperimentalDesign,LifeScience
Vdgraph,ExperimentalDesign,LifeScience
agricolae,ExperimentalDesign,LifeScience
AlgDesign,ExperimentalDesign,LifeScience
asd,ExperimentalDesign,LifeScience
BatchExperiments,ExperimentalDesign,LifeScience
BHH2,ExperimentalDesign,LifeScience
